visit_id,timestamp,page_url,session_duration_sec,device_type,browser,traffic_source,country,bounce,conversion,page_views
VISIT000132,2024-05-17 16:00:00,/product/sports,3485,Mobile,Chrome,Paid Ads,Australia,False,False,2
VISIT000809,2024-05-17 21:00:00,/contact,1419,Desktop,Edge,Social Media,Japan,False,False,6
VISIT000231,2024-05-18 01:00:00,/contact,3292,Mobile,Chrome,Social Media,Japan,True,False,14
VISIT001068,2024-05-18 03:00:00,/product/clothing,1553,Desktop,Chrome,Organic Search,Germany,False,False,19
VISIT001991,2024-05-18 04:00:00,/blog,2393,Desktop,Chrome,Organic Search,UK,False,False,1
VISIT000403,2024-05-18 06:00:00,/product/electronics,1619,Mobile,Chrome,Paid Ads,Germany,True,False,8
VISIT000788,2024-05-18 09:00:00,/product/clothing,3436,Desktop,Firefox,Organic Search,USA,True,False,5
VISIT000552,2024-05-18 09:00:00,/about,2578,Tablet,Firefox,Direct,Australia,True,False,6
VISIT000495,2024-05-18 12:00:00,/contact,836,Mobile,Chrome,Organic Search,Germany,False,False,16
VISIT000814,2024-05-18 23:00:00,/blog,3426,Mobile,Firefox,Organic Search,Japan,False,False,19
VISIT000227,2024-05-19 03:00:00,/contact,793,Desktop,Firefox,Direct,Australia,False,False,17
VISIT001970,2024-05-19 11:00:00,/product/electronics,1055,Desktop,Chrome,Paid Ads,USA,False,False,10
VISIT000651,2024-05-19 11:00:00,/checkout,2661,Desktop,Edge,Organic Search,Japan,False,False,11
VISIT000669,2024-05-19 13:00:00,/product/clothing,2214,Desktop,Firefox,Organic Search,Australia,True,False,9
VISIT001452,2024-05-19 21:00:00,/product/sports,2085,Tablet,Firefox,Email,Australia,False,False,1
VISIT000569,2024-05-20 05:00:00,/contact,103,Desktop,Chrome,Paid Ads,Germany,False,False,4
VISIT000533,2024-05-20 06:00:00,/cart,3185,Desktop,Chrome,Organic Search,USA,False,False,3
VISIT001922,2024-05-20 08:00:00,/cart,152,Mobile,Edge,Social Media,USA,False,False,18
VISIT001202,2024-05-20 12:00:00,/product/electronics,723,Desktop,Firefox,Organic Search,France,True,False,3
VISIT001032,2024-05-20 13:00:00,/about,934,Desktop,Chrome,Social Media,Australia,True,False,16
VISIT001173,2024-05-20 16:00:00,/contact,150,Mobile,Firefox,Paid Ads,Australia,False,False,10
VISIT001557,2024-05-20 17:00:00,/product/electronics,3493,Tablet,Chrome,Organic Search,Japan,False,False,13
VISIT000855,2024-05-20 18:00:00,/about,790,Tablet,Chrome,Direct,UK,False,False,12
VISIT000302,2024-05-20 20:00:00,/contact,3143,Tablet,Edge,Social Media,France,False,False,9
VISIT001230,2024-05-20 22:00:00,/product/electronics,2126,Mobile,Firefox,Social Media,France,False,False,19
VISIT001974,2024-05-20 23:00:00,/product/electronics,1583,Desktop,Firefox,Social Media,USA,False,False,2
VISIT000688,2024-05-21 01:00:00,/about,3136,Desktop,Chrome,Direct,USA,True,False,8
VISIT001728,2024-05-21 04:00:00,/blog,1311,Tablet,Chrome,Direct,Canada,False,False,9
VISIT001921,2024-05-21 07:00:00,/about,2349,Mobile,Chrome,Organic Search,France,True,False,16
VISIT001091,2024-05-21 07:00:00,/cart,3553,Desktop,Firefox,Organic Search,Canada,False,False,11
VISIT000521,2024-05-21 12:00:00,/products,1364,Mobile,Chrome,Email,Japan,True,False,8
VISIT001528,2024-05-21 17:00:00,/home,1007,Desktop,Firefox,Organic Search,Australia,False,False,2
VISIT000129,2024-05-21 23:00:00,/product/clothing,3405,Desktop,Chrome,Organic Search,UK,False,False,14
VISIT001497,2024-05-21 23:00:00,/cart,2334,Desktop,Firefox,Paid Ads,USA,False,False,12
VISIT000049,2024-05-22 04:00:00,/cart,2108,Tablet,Chrome,Direct,Japan,False,False,7
VISIT001644,2024-05-22 04:00:00,/home,927,Mobile,Firefox,Social Media,UK,False,False,16
VISIT001878,2024-05-22 10:00:00,/product/electronics,3369,Mobile,Chrome,Organic Search,Canada,False,False,1
VISIT000968,2024-05-23 01:00:00,/product/sports,1196,Mobile,Firefox,Organic Search,UK,False,False,16
VISIT000597,2024-05-23 06:00:00,/product/clothing,3158,Desktop,Safari,Organic Search,USA,False,False,12
VISIT001268,2024-05-23 10:00:00,/checkout,426,Desktop,Firefox,Paid Ads,Australia,False,False,16
VISIT000623,2024-05-23 14:00:00,/products,2507,Desktop,Edge,Organic Search,France,True,False,10
VISIT000996,2024-05-23 21:00:00,/home,477,Desktop,Chrome,Organic Search,UK,True,False,18
VISIT001064,2024-05-23 23:00:00,/checkout,1741,Desktop,Chrome,Social Media,Canada,True,False,17
VISIT001216,2024-05-24 02:00:00,/product/electronics,1450,Desktop,Edge,Direct,UK,False,False,11
VISIT000927,2024-05-24 10:00:00,/home,3249,Mobile,Chrome,Organic Search,UK,True,False,16
VISIT000679,2024-05-24 13:00:00,/checkout,3101,Mobile,Chrome,Direct,France,False,False,5
VISIT001729,2024-05-24 13:00:00,/cart,3346,Tablet,Firefox,Email,USA,False,False,5
VISIT000966,2024-05-24 16:00:00,/products,189,Desktop,Chrome,Organic Search,Germany,True,False,16
VISIT000199,2024-05-24 19:00:00,/products,1674,Mobile,Firefox,Direct,UK,False,False,3
VISIT000641,2024-05-25 05:00:00,/contact,570,Desktop,Safari,Paid Ads,Canada,False,False,10
VISIT000673,2024-05-25 10:00:00,/blog,1597,Tablet,Safari,Email,Germany,False,False,15
VISIT001882,2024-05-25 13:00:00,/product/clothing,3281,Desktop,Firefox,Direct,USA,False,False,14
VISIT001539,2024-05-25 18:00:00,/product/electronics,1704,Mobile,Firefox,Social Media,France,False,False,11
VISIT001990,2024-05-25 22:00:00,/cart,2955,Desktop,Chrome,Organic Search,USA,True,False,16
VISIT000357,2024-05-26 04:00:00,/contact,792,Tablet,Chrome,Organic Search,Canada,False,True,11
VISIT000089,2024-05-26 06:00:00,/product/electronics,2472,Desktop,Firefox,Paid Ads,USA,False,False,13
VISIT000628,2024-05-26 10:00:00,/home,1036,Desktop,Safari,Email,Japan,False,False,12
VISIT001902,2024-05-26 19:00:00,/contact,3313,Desktop,Opera,Direct,Australia,False,False,12
VISIT001721,2024-05-26 19:00:00,/product/sports,2694,Desktop,Edge,Organic Search,Japan,False,False,10
VISIT001194,2024-05-26 22:00:00,/home,451,Desktop,Chrome,Direct,Australia,True,False,18
VISIT001560,2024-05-26 23:00:00,/product/electronics,1654,Tablet,Firefox,Organic Search,Canada,False,False,17
VISIT000621,2024-05-27 06:00:00,/contact,633,Desktop,Firefox,Direct,UK,True,False,8
VISIT001680,2024-05-27 10:00:00,/product/clothing,1187,Mobile,Safari,Email,Japan,False,False,15
VISIT000987,2024-05-27 12:00:00,/contact,2647,Mobile,Chrome,Paid Ads,UK,False,False,5
VISIT000232,2024-05-27 19:00:00,/checkout,2047,Tablet,Chrome,Organic Search,Australia,False,False,19
VISIT001335,2024-05-28 04:00:00,/product/electronics,156,Mobile,Chrome,Direct,Australia,False,False,12
VISIT001643,2024-05-28 05:00:00,/products,2872,Desktop,Safari,Organic Search,Australia,False,False,4
VISIT001698,2024-05-28 07:00:00,/product/electronics,3191,Mobile,Chrome,Organic Search,Canada,False,True,5
VISIT001159,2024-05-28 11:00:00,/contact,2804,Mobile,Chrome,Email,UK,False,False,10
VISIT000206,2024-05-28 13:00:00,/contact,177,Desktop,Chrome,Paid Ads,Japan,False,False,6
VISIT000735,2024-05-28 14:00:00,/product/clothing,2979,Desktop,Chrome,Organic Search,Australia,False,False,5
VISIT000367,2024-05-28 20:00:00,/product/electronics,1001,Mobile,Chrome,Email,France,True,False,8
VISIT001204,2024-05-29 04:00:00,/product/sports,2906,Mobile,Chrome,Organic Search,Japan,True,True,14
VISIT001396,2024-05-29 08:00:00,/contact,2953,Mobile,Firefox,Social Media,Australia,True,False,4
VISIT000261,2024-05-29 09:00:00,/cart,2602,Desktop,Chrome,Organic Search,Canada,False,False,11
VISIT001258,2024-05-29 15:00:00,/about,2700,Desktop,Edge,Social Media,USA,True,True,6
VISIT001383,2024-05-29 17:00:00,/checkout,2630,Desktop,Chrome,Organic Search,Australia,False,False,1
VISIT000758,2024-05-29 20:00:00,/product/clothing,1655,Tablet,Firefox,Social Media,USA,False,False,10
VISIT001983,2024-05-29 22:00:00,/product/clothing,785,Desktop,Edge,Social Media,Germany,False,False,19
VISIT000504,2024-05-30 03:00:00,/blog,2478,Desktop,Chrome,Email,Germany,True,False,1
VISIT001746,2024-05-30 08:00:00,/home,452,Mobile,Chrome,Social Media,Japan,False,False,3
VISIT001170,2024-05-30 19:00:00,/product/clothing,739,Mobile,Safari,Social Media,USA,True,False,11
VISIT001743,2024-05-30 22:00:00,/product/clothing,2575,Desktop,Chrome,Organic Search,Australia,False,False,6
VISIT000829,2024-05-31 03:00:00,/home,1316,Mobile,Chrome,Organic Search,Japan,True,False,4
VISIT001298,2024-05-31 04:00:00,/contact,2089,Desktop,Firefox,Direct,UK,True,False,8
VISIT000061,2024-05-31 05:00:00,/blog,1987,Desktop,Edge,Direct,USA,False,False,6
VISIT001551,2024-05-31 05:00:00,/blog,1512,Desktop,Safari,Organic Search,Australia,False,False,13
VISIT001924,2024-05-31 05:00:00,/products,2804,Desktop,Firefox,Social Media,UK,True,False,13
VISIT001131,2024-05-31 06:00:00,/products,2956,Desktop,Chrome,Social Media,Japan,False,False,18
VISIT001084,2024-05-31 20:00:00,/checkout,1768,Desktop,Opera,Organic Search,Canada,False,False,3
VISIT001147,2024-05-31 20:00:00,/cart,1007,Mobile,Firefox,Organic Search,Australia,False,False,7
VISIT000376,2024-06-01 00:00:00,/products,531,Desktop,Chrome,Paid Ads,France,False,False,19
VISIT001673,2024-06-01 02:00:00,/product/sports,717,Mobile,Chrome,Organic Search,Japan,False,False,17
VISIT000176,2024-06-01 02:00:00,/checkout,2611,Desktop,Chrome,Paid Ads,Germany,False,False,5
VISIT000154,2024-06-01 02:00:00,/product/clothing,3578,Mobile,Safari,Organic Search,UK,False,True,16
VISIT000440,2024-06-01 07:00:00,/product/clothing,3282,Desktop,Firefox,Direct,Australia,True,True,11
VISIT000711,2024-06-01 10:00:00,/products,2680,Mobile,Opera,Organic Search,UK,False,True,13
VISIT001053,2024-06-01 13:00:00,/checkout,3180,Desktop,Chrome,Organic Search,Australia,True,False,2
VISIT001575,2024-06-01 17:00:00,/product/electronics,2720,Desktop,Opera,Social Media,Australia,False,False,7
VISIT000078,2024-06-02 04:00:00,/product/sports,1697,Desktop,Firefox,Direct,Japan,True,False,18
VISIT000563,2024-06-02 07:00:00,/product/clothing,957,Desktop,Safari,Direct,Japan,True,False,7
VISIT001886,2024-06-02 07:00:00,/contact,1453,Desktop,Chrome,Direct,France,False,False,7
VISIT001417,2024-06-02 09:00:00,/product/electronics,1919,Desktop,Chrome,Organic Search,Germany,False,False,16
VISIT001021,2024-06-02 13:00:00,/blog,2179,Desktop,Safari,Organic Search,France,False,False,17
VISIT001768,2024-06-02 14:00:00,/product/sports,902,Desktop,Edge,Direct,France,False,False,17
VISIT001090,2024-06-02 16:00:00,/checkout,752,Desktop,Edge,Direct,Germany,False,True,17
VISIT000345,2024-06-02 19:00:00,/blog,119,Desktop,Chrome,Organic Search,France,True,False,9
VISIT000975,2024-06-02 20:00:00,/cart,362,Desktop,Safari,Direct,USA,False,False,4
VISIT000229,2024-06-02 23:00:00,/product/electronics,380,Desktop,Chrome,Organic Search,USA,False,False,12
VISIT001574,2024-06-03 10:00:00,/product/electronics,1734,Mobile,Chrome,Organic Search,France,True,False,3
VISIT000028,2024-06-03 11:00:00,/checkout,2511,Desktop,Firefox,Organic Search,Australia,False,False,9
VISIT001240,2024-06-03 13:00:00,/product/electronics,2803,Mobile,Chrome,Organic Search,Japan,True,False,11
VISIT000583,2024-06-03 18:00:00,/blog,1109,Mobile,Chrome,Paid Ads,Australia,False,False,18
VISIT001422,2024-06-03 23:00:00,/checkout,3140,Tablet,Chrome,Direct,Japan,False,False,19
VISIT000467,2024-06-04 04:00:00,/products,1161,Desktop,Chrome,Organic Search,Canada,False,False,17
VISIT000808,2024-06-04 05:00:00,/blog,298,Mobile,Opera,Social Media,Germany,True,True,8
VISIT001238,2024-06-04 10:00:00,/about,681,Desktop,Edge,Organic Search,France,False,False,4
VISIT001154,2024-06-04 20:00:00,/about,1098,Tablet,Safari,Organic Search,USA,False,False,15
VISIT000937,2024-06-05 01:00:00,/about,3066,Desktop,Safari,Social Media,Germany,False,False,16
VISIT001988,2024-06-05 04:00:00,/home,1170,Mobile,Chrome,Paid Ads,Germany,False,False,4
VISIT001833,2024-06-05 07:00:00,/products,2655,Desktop,Chrome,Organic Search,Canada,True,False,2
VISIT001536,2024-06-05 13:00:00,/product/electronics,2854,Mobile,Chrome,Social Media,USA,False,True,14
VISIT000838,2024-06-05 14:00:00,/product/clothing,3528,Mobile,Opera,Organic Search,UK,False,False,14
VISIT000213,2024-06-05 17:00:00,/checkout,155,Desktop,Firefox,Organic Search,France,False,False,3
VISIT000941,2024-06-06 00:00:00,/product/electronics,2523,Desktop,Chrome,Organic Search,Germany,False,False,6
VISIT001603,2024-06-06 03:00:00,/cart,2257,Mobile,Chrome,Organic Search,Japan,False,False,12
VISIT000840,2024-06-06 06:00:00,/blog,371,Desktop,Chrome,Direct,Germany,False,False,18
VISIT001303,2024-06-06 07:00:00,/blog,2615,Desktop,Firefox,Social Media,USA,True,False,18
VISIT000319,2024-06-06 10:00:00,/contact,3033,Desktop,Safari,Direct,Japan,True,False,15
VISIT000375,2024-06-06 23:00:00,/checkout,2514,Mobile,Chrome,Email,USA,True,False,5
VISIT001273,2024-06-07 06:00:00,/cart,239,Desktop,Firefox,Social Media,Japan,False,False,7
VISIT001058,2024-06-07 07:00:00,/product/sports,266,Desktop,Chrome,Email,UK,False,False,2
VISIT000424,2024-06-07 14:00:00,/checkout,2204,Desktop,Chrome,Direct,Australia,False,True,4
VISIT001805,2024-06-07 16:00:00,/product/electronics,731,Desktop,Chrome,Email,UK,False,True,14
VISIT000099,2024-06-08 04:00:00,/contact,1455,Mobile,Chrome,Social Media,Germany,False,False,8
VISIT001143,2024-06-08 11:00:00,/about,3437,Desktop,Chrome,Email,UK,True,False,6
VISIT001491,2024-06-08 18:00:00,/cart,396,Mobile,Chrome,Organic Search,France,True,False,7
VISIT001409,2024-06-08 21:00:00,/contact,1652,Desktop,Chrome,Social Media,Japan,True,False,16
VISIT001957,2024-06-09 00:00:00,/cart,1896,Mobile,Chrome,Organic Search,UK,False,False,11
VISIT001184,2024-06-09 03:00:00,/product/clothing,991,Mobile,Chrome,Direct,Australia,False,False,4
VISIT000466,2024-06-09 07:00:00,/products,1108,Mobile,Chrome,Organic Search,UK,True,False,4
VISIT001286,2024-06-09 11:00:00,/products,1415,Mobile,Chrome,Direct,Canada,False,False,12
VISIT001769,2024-06-09 19:00:00,/product/electronics,962,Mobile,Chrome,Social Media,UK,False,False,11
VISIT000565,2024-06-09 21:00:00,/about,3085,Desktop,Opera,Social Media,Canada,False,False,2
VISIT000960,2024-06-09 21:00:00,/products,707,Desktop,Safari,Paid Ads,Japan,False,False,16
VISIT000733,2024-06-09 23:00:00,/cart,50,Desktop,Edge,Social Media,UK,False,False,2
VISIT000412,2024-06-10 03:00:00,/blog,2058,Mobile,Edge,Direct,France,False,False,13
VISIT001310,2024-06-10 09:00:00,/blog,482,Tablet,Chrome,Paid Ads,Germany,True,False,4
VISIT000993,2024-06-10 10:00:00,/checkout,253,Mobile,Edge,Organic Search,Australia,False,False,5
VISIT001110,2024-06-10 12:00:00,/blog,1046,Desktop,Edge,Organic Search,France,True,False,1
VISIT001964,2024-06-10 17:00:00,/contact,1398,Mobile,Chrome,Social Media,Australia,False,False,19
VISIT000266,2024-06-10 18:00:00,/product/sports,2032,Mobile,Chrome,Direct,USA,True,False,6
VISIT000146,2024-06-11 02:00:00,/products,1241,Desktop,Chrome,Social Media,France,False,False,10
VISIT001350,2024-06-11 05:00:00,/contact,2737,Desktop,Chrome,Social Media,Canada,True,False,2
VISIT000602,2024-06-11 10:00:00,/cart,1415,Mobile,Chrome,Social Media,Canada,False,False,17
VISIT001688,2024-06-11 10:00:00,/contact,642,Desktop,Chrome,Organic Search,Canada,True,False,6
VISIT001142,2024-06-11 12:00:00,/products,1744,Mobile,Chrome,Social Media,France,False,False,19
VISIT001018,2024-06-11 15:00:00,/products,796,Desktop,Chrome,Direct,France,False,False,16
VISIT000872,2024-06-11 15:00:00,/blog,1085,Desktop,Firefox,Organic Search,USA,True,False,13
VISIT001953,2024-06-11 16:00:00,/checkout,512,Desktop,Firefox,Organic Search,France,False,False,15
VISIT001190,2024-06-11 20:00:00,/blog,983,Desktop,Firefox,Social Media,Canada,False,False,3
VISIT000644,2024-06-11 20:00:00,/products,1322,Mobile,Chrome,Direct,Japan,False,False,14
VISIT000928,2024-06-12 06:00:00,/about,1845,Mobile,Chrome,Email,France,False,False,15
VISIT000527,2024-06-12 10:00:00,/products,2296,Desktop,Chrome,Direct,Canada,False,False,6
VISIT000528,2024-06-12 12:00:00,/checkout,1303,Mobile,Chrome,Organic Search,France,True,True,10
VISIT000374,2024-06-12 19:00:00,/product/clothing,1528,Tablet,Safari,Organic Search,France,False,False,19
VISIT001704,2024-06-13 03:00:00,/product/clothing,3092,Desktop,Chrome,Paid Ads,Japan,False,False,1
VISIT001324,2024-06-13 06:00:00,/product/sports,1588,Mobile,Edge,Organic Search,Canada,False,False,4
VISIT000525,2024-06-13 08:00:00,/products,1307,Desktop,Edge,Organic Search,USA,False,False,5
VISIT000566,2024-06-13 09:00:00,/product/clothing,2741,Desktop,Chrome,Paid Ads,Germany,False,False,2
VISIT001166,2024-06-13 09:00:00,/products,1607,Mobile,Firefox,Email,Japan,False,False,8
VISIT000843,2024-06-13 12:00:00,/blog,333,Mobile,Opera,Paid Ads,France,False,False,10
VISIT000630,2024-06-13 13:00:00,/product/electronics,1301,Mobile,Firefox,Organic Search,Canada,False,False,12
VISIT000499,2024-06-13 13:00:00,/product/electronics,3177,Mobile,Chrome,Email,Australia,False,False,7
VISIT000908,2024-06-13 14:00:00,/products,2688,Desktop,Edge,Organic Search,Germany,False,False,12
VISIT000612,2024-06-13 14:00:00,/blog,554,Mobile,Firefox,Social Media,USA,False,False,9
VISIT000692,2024-06-13 16:00:00,/cart,2303,Desktop,Chrome,Paid Ads,Japan,False,False,6
VISIT001623,2024-06-13 16:00:00,/product/electronics,1251,Mobile,Chrome,Direct,USA,False,False,6
VISIT001782,2024-06-13 20:00:00,/product/sports,3241,Desktop,Firefox,Direct,USA,False,False,12
VISIT000449,2024-06-14 00:00:00,/about,2765,Tablet,Edge,Social Media,Japan,True,False,12
VISIT000832,2024-06-14 01:00:00,/home,1760,Desktop,Firefox,Paid Ads,UK,False,False,5
VISIT000697,2024-06-14 02:00:00,/cart,2762,Desktop,Chrome,Paid Ads,Germany,True,False,12
VISIT001826,2024-06-14 10:00:00,/contact,2530,Desktop,Safari,Direct,Australia,False,False,13
VISIT001394,2024-06-14 15:00:00,/home,393,Mobile,Chrome,Social Media,France,False,False,9
VISIT001466,2024-06-14 16:00:00,/about,2348,Tablet,Edge,Direct,Japan,True,False,8
VISIT000344,2024-06-14 20:00:00,/checkout,2437,Desktop,Firefox,Organic Search,UK,False,False,19
VISIT001005,2024-06-15 02:00:00,/about,2025,Desktop,Firefox,Organic Search,USA,True,False,16
VISIT000177,2024-06-15 03:00:00,/product/electronics,3497,Desktop,Edge,Paid Ads,Germany,True,False,12
VISIT000498,2024-06-15 04:00:00,/home,1263,Mobile,Safari,Social Media,Canada,False,False,15
VISIT000380,2024-06-15 05:00:00,/home,2372,Desktop,Chrome,Social Media,UK,False,False,5
VISIT000331,2024-06-15 07:00:00,/blog,2011,Mobile,Edge,Organic Search,Australia,True,False,13
VISIT001050,2024-06-15 09:00:00,/product/clothing,719,Desktop,Safari,Direct,Germany,False,False,11
VISIT000454,2024-06-15 10:00:00,/product/clothing,154,Desktop,Chrome,Paid Ads,Canada,False,False,10
VISIT001707,2024-06-15 12:00:00,/products,175,Desktop,Safari,Email,Australia,False,False,7
VISIT001375,2024-06-15 12:00:00,/cart,1308,Desktop,Chrome,Direct,UK,False,False,9
VISIT001625,2024-06-15 15:00:00,/cart,2163,Desktop,Chrome,Direct,Australia,False,False,12
VISIT001474,2024-06-16 05:00:00,/about,3148,Desktop,Firefox,Organic Search,Japan,False,False,9
VISIT001985,2024-06-16 05:00:00,/about,1869,Mobile,Firefox,Organic Search,USA,False,False,12
VISIT001842,2024-06-16 05:00:00,/contact,2814,Desktop,Chrome,Organic Search,Germany,False,False,18
VISIT001401,2024-06-16 06:00:00,/contact,3557,Mobile,Opera,Organic Search,Australia,False,False,17
VISIT000112,2024-06-16 10:00:00,/products,1076,Desktop,Firefox,Organic Search,Japan,True,False,2
VISIT000915,2024-06-16 12:00:00,/product/electronics,110,Mobile,Firefox,Direct,USA,True,False,5
VISIT001489,2024-06-16 17:00:00,/about,2474,Mobile,Edge,Social Media,France,True,False,4
VISIT001963,2024-06-16 17:00:00,/contact,1995,Desktop,Chrome,Social Media,Germany,True,False,11
VISIT001188,2024-06-16 21:00:00,/about,891,Mobile,Safari,Direct,Australia,False,False,11
VISIT001244,2024-06-16 22:00:00,/checkout,2470,Mobile,Edge,Organic Search,Australia,False,False,4
VISIT000912,2024-06-17 01:00:00,/products,3544,Desktop,Edge,Direct,Canada,True,False,2
VISIT000902,2024-06-17 03:00:00,/contact,3577,Mobile,Firefox,Direct,Canada,True,False,7
VISIT001265,2024-06-17 11:00:00,/product/sports,55,Desktop,Chrome,Direct,France,False,False,12
VISIT000757,2024-06-17 17:00:00,/checkout,3381,Tablet,Chrome,Paid Ads,UK,True,False,7
VISIT001445,2024-06-18 19:00:00,/product/sports,787,Mobile,Firefox,Organic Search,Germany,True,False,4
VISIT001271,2024-06-19 02:00:00,/product/electronics,256,Mobile,Chrome,Organic Search,Japan,True,False,4
VISIT000965,2024-06-19 05:00:00,/contact,360,Desktop,Opera,Social Media,USA,False,False,7
VISIT000882,2024-06-19 07:00:00,/contact,3291,Tablet,Chrome,Social Media,Germany,False,False,19
VISIT000997,2024-06-19 12:00:00,/about,875,Tablet,Chrome,Direct,Japan,False,False,4
VISIT001359,2024-06-19 15:00:00,/blog,921,Desktop,Safari,Organic Search,Japan,True,False,2
VISIT001832,2024-06-19 21:00:00,/contact,326,Desktop,Chrome,Organic Search,Australia,True,False,13
VISIT000425,2024-06-20 01:00:00,/cart,2040,Desktop,Chrome,Organic Search,UK,True,False,12
VISIT001854,2024-06-20 02:00:00,/about,2152,Mobile,Chrome,Paid Ads,UK,False,False,3
VISIT001697,2024-06-20 06:00:00,/blog,1505,Desktop,Firefox,Paid Ads,France,True,False,17
VISIT000502,2024-06-20 07:00:00,/checkout,2435,Mobile,Firefox,Organic Search,Japan,True,False,11
VISIT000430,2024-06-20 09:00:00,/product/clothing,308,Desktop,Chrome,Direct,France,False,False,17
VISIT001955,2024-06-20 11:00:00,/checkout,2879,Mobile,Edge,Organic Search,USA,False,False,18
VISIT001665,2024-06-20 11:00:00,/product/sports,3571,Desktop,Chrome,Direct,Japan,False,False,11
VISIT000931,2024-06-20 12:00:00,/blog,451,Mobile,Chrome,Organic Search,Canada,False,False,7
VISIT000251,2024-06-20 15:00:00,/product/electronics,2977,Mobile,Safari,Paid Ads,Canada,False,False,4
VISIT000819,2024-06-20 17:00:00,/blog,1205,Mobile,Edge,Social Media,Japan,True,False,15
VISIT000608,2024-06-20 19:00:00,/product/electronics,1401,Mobile,Chrome,Organic Search,Germany,True,False,4
VISIT000595,2024-06-21 03:00:00,/product/sports,2938,Desktop,Firefox,Paid Ads,Germany,True,False,11
VISIT001677,2024-06-21 06:00:00,/checkout,2144,Desktop,Chrome,Direct,Canada,False,False,15
VISIT001545,2024-06-21 06:00:00,/products,874,Desktop,Chrome,Organic Search,Australia,True,False,8
VISIT000127,2024-06-21 10:00:00,/cart,2206,Tablet,Chrome,Organic Search,UK,True,False,8
VISIT001426,2024-06-21 16:00:00,/contact,225,Tablet,Chrome,Organic Search,USA,True,False,4
VISIT000815,2024-06-21 19:00:00,/cart,1433,Desktop,Firefox,Social Media,Germany,True,False,11
VISIT000398,2024-06-22 02:00:00,/product/electronics,3296,Desktop,Chrome,Social Media,UK,True,False,7
VISIT000717,2024-06-22 12:00:00,/products,142,Desktop,Chrome,Organic Search,UK,False,False,2
VISIT001822,2024-06-22 13:00:00,/cart,966,Mobile,Chrome,Organic Search,Germany,True,False,16
VISIT000175,2024-06-22 15:00:00,/blog,2488,Desktop,Firefox,Paid Ads,UK,False,False,10
VISIT000426,2024-06-23 05:00:00,/product/electronics,1199,Desktop,Edge,Organic Search,Australia,False,False,2
VISIT001049,2024-06-23 05:00:00,/contact,2490,Mobile,Chrome,Paid Ads,USA,False,False,15
VISIT000768,2024-06-23 06:00:00,/product/sports,1398,Desktop,Chrome,Social Media,Australia,True,False,4
VISIT000577,2024-06-23 08:00:00,/product/sports,2893,Desktop,Firefox,Organic Search,USA,False,False,9
VISIT000040,2024-06-23 09:00:00,/contact,143,Mobile,Chrome,Email,France,False,False,9
VISIT000918,2024-06-23 11:00:00,/blog,2893,Mobile,Chrome,Social Media,UK,False,False,17
VISIT001596,2024-06-23 12:00:00,/products,2829,Desktop,Chrome,Direct,Australia,False,False,8
VISIT000304,2024-06-23 22:00:00,/checkout,1475,Desktop,Chrome,Email,Germany,True,False,12
VISIT000543,2024-06-23 23:00:00,/product/electronics,232,Tablet,Chrome,Paid Ads,France,False,False,17
VISIT000823,2024-06-24 04:00:00,/cart,3233,Mobile,Opera,Organic Search,USA,False,False,16
VISIT000085,2024-06-24 09:00:00,/products,3311,Mobile,Chrome,Social Media,UK,False,False,6
VISIT000183,2024-06-24 09:00:00,/contact,394,Mobile,Edge,Organic Search,UK,True,False,12
VISIT000438,2024-06-24 11:00:00,/contact,1187,Desktop,Safari,Organic Search,Germany,True,False,14
VISIT000174,2024-06-24 13:00:00,/contact,725,Mobile,Chrome,Organic Search,USA,True,False,5
VISIT000508,2024-06-24 15:00:00,/products,339,Desktop,Chrome,Organic Search,France,True,False,1
VISIT000769,2024-06-25 01:00:00,/blog,2421,Mobile,Firefox,Paid Ads,Germany,False,False,3
VISIT000494,2024-06-25 06:00:00,/product/electronics,2513,Mobile,Edge,Organic Search,Japan,False,False,9
VISIT000857,2024-06-25 07:00:00,/checkout,3275,Mobile,Safari,Organic Search,Canada,False,False,8
VISIT000551,2024-06-25 08:00:00,/product/sports,508,Mobile,Chrome,Organic Search,Australia,False,False,7
VISIT001219,2024-06-25 08:00:00,/cart,1842,Mobile,Safari,Email,USA,True,False,9
VISIT000490,2024-06-25 08:00:00,/cart,2142,Mobile,Chrome,Direct,France,False,False,15
VISIT000171,2024-06-25 10:00:00,/checkout,3268,Desktop,Chrome,Organic Search,UK,False,False,8
VISIT001000,2024-06-25 11:00:00,/blog,1243,Desktop,Chrome,Paid Ads,USA,True,False,4
VISIT001583,2024-06-25 16:00:00,/blog,1146,Mobile,Firefox,Organic Search,UK,True,False,7
VISIT000791,2024-06-25 17:00:00,/home,698,Mobile,Chrome,Organic Search,Germany,True,False,12
VISIT000463,2024-06-25 18:00:00,/blog,3495,Desktop,Chrome,Social Media,France,True,False,9
VISIT000762,2024-06-25 20:00:00,/product/clothing,3501,Desktop,Chrome,Email,France,True,False,1
VISIT000940,2024-06-25 21:00:00,/contact,2932,Mobile,Chrome,Social Media,USA,False,False,5
VISIT001510,2024-06-26 07:00:00,/products,2598,Desktop,Chrome,Direct,Canada,False,False,8
VISIT000662,2024-06-26 09:00:00,/products,2121,Desktop,Chrome,Social Media,Japan,True,False,9
VISIT000124,2024-06-26 16:00:00,/about,3294,Desktop,Edge,Email,Japan,False,True,6
